Video_name,happy,angry,sad,surprise,disgust,fear,neutral,emotion_change,each_video_emotion_count,YT,DF,F2F,FS,NT,all_emotion_count,all_neutral_count,all_neutral_%,
965.mp4,5,0,112,59,137,0,35,84,348,24%,22%,1%,35%,7%,,,,
966.mp4,17,0,6,112,228,1,0,86,364,24%,0%,0%,3%,0%,,,,
967.mp4,15,4,53,5,476,96,3,276,652,42%,0%,0%,0%,0%,,,,
968.mp4,20,24,178,25,32,36,1,107,316,34%,0%,0%,3%,0%,,,,
969.mp4,23,1,85,0,214,25,28,119,376,32%,5%,0%,15%,0%,,,,
970.mp4,93,0,27,1,157,198,0,131,476,28%,0%,0%,0%,0%,,,,
971.mp4,12,0,7,4,258,24,39,66,344,19%,0%,11%,7%,16%,,,,
972.mp4,93,0,105,38,16,52,7,111,311,36%,0%,2%,10%,6%,,,,
973.mp4,327,2,38,0,135,77,12,176,591,30%,1%,3%,1%,2%,,,,
974.mp4,7,0,93,95,116,8,0,81,319,25%,4%,0%,0%,0%,,,,
975.mp4,13,1,15,59,146,5,65,96,304,32%,1%,30%,11%,40%,,,,
976.mp4,1,1,34,49,236,18,9,92,348,26%,8%,0%,1%,3%,,,,
977.mp4,176,15,217,28,59,104,52,231,651,35%,1%,1%,4%,1%,,,,
978.mp4,108,20,135,27,426,47,54,316,817,39%,5%,1%,6%,0%,,,,
979.mp4,94,0,102,5,112,1,18,159,332,48%,0%,4%,0%,2%,,,,
980.mp4,20,0,1,0,320,34,8,33,383,9%,1%,4%,0%,5%,,,,
981.mp4,54,1,79,14,197,79,0,183,424,43%,0%,0%,1%,0%,,,,
982.mp4,584,1,59,28,31,79,1,222,783,28%,0%,0%,0%,0%,,,,
983.mp4,71,0,137,27,69,43,59,163,406,40%,0%,9%,3%,7%,,,,
984.mp4,24,0,26,15,242,38,4,95,349,27%,8%,0%,1%,2%,,,,
985.mp4,40,0,314,11,250,66,9,617,690,89%,0%,0%,1%,0%,,,,
986.mp4,16,7,75,17,656,53,19,194,843,23%,0%,0%,14%,0%,,,,
987.mp4,4,0,0,74,474,0,23,61,575,11%,0%,0%,0%,0%,,,,
988.mp4,320,0,29,17,69,12,8,95,455,21%,0%,1%,0%,1%,,,,
989.mp4,108,21,82,4,509,43,212,282,979,29%,9%,26%,15%,31%,,,,
990.mp4,0,2,8,26,216,32,6,45,290,16%,0%,0%,0%,0%,,,,
991.mp4,8,0,0,0,303,0,91,69,402,17%,0%,0%,0%,0%,,,,
992.mp4,24,11,24,27,337,258,43,279,724,39%,1%,1%,69%,0%,,,,
993.mp4,56,2,243,44,15,44,5,121,409,30%,3%,0%,4%,0%,,,,
994.mp4,3,0,2,188,281,15,3,253,492,51%,2%,0%,0%,0%,,,,
995.mp4,48,0,2,1,231,262,3,177,547,32%,0%,0%,0%,0%,,,,
996.mp4,27,7,1,148,106,23,0,79,312,25%,0%,0%,0%,0%,,,,
997.mp4,0,0,25,18,368,29,27,106,467,23%,0%,1%,3%,7%,,,,
998.mp4,279,0,13,19,0,30,3,43,344,13%,7%,0%,6%,0%,,,,
999.mp4,0,0,20,177,3,3,0,25,203,12%,0%,0%,0%,0%,,,,
